run_id,MSE,Max_Abs_Error,Mean_Rel_Error
0,17.64689826965332,26.18910789489746,10.863897323608398
1,15.232253074645996,25.22574234008789,10.382384300231934
2,14.544550895690918,21.71657943725586,10.180137634277344
3,15.058219909667969,21.426753997802734,10.60966682434082
4,16.270065307617188,23.57735252380371,10.765302658081055
5,14.877254486083984,20.4488525390625,10.636643409729004
6,15.94492244720459,25.390275955200195,11.390892028808594
7,13.913618087768555,23.174575805664062,9.019587516784668
8,16.690690994262695,22.495811462402344,10.980084419250488
9,14.058212280273438,24.677574157714844,8.965034484863281
10,15.244762420654297,24.572126388549805,9.957444190979004
11,17.006549835205078,29.214462280273438,10.899189949035645
12,15.18899917602539,25.429832458496094,9.30445384979248
13,16.845613479614258,24.347728729248047,10.534150123596191
14,15.353851318359375,24.219738006591797,10.566404342651367
15,15.748414993286133,22.85184097290039,10.290472030639648
16,15.114742279052734,23.58139419555664,9.813497543334961
17,13.434596061706543,21.02427101135254,8.867133140563965
18,16.689306259155273,24.203039169311523,11.273159980773926
19,15.146763801574707,22.02738380432129,10.176700592041016
20,15.419096946716309,21.72696876525879,10.783069610595703
21,15.95046329498291,25.382976531982422,11.575003623962402
22,15.688752174377441,26.951814651489258,10.373741149902344
23,14.158863067626953,21.711381912231445,8.841501235961914
24,14.106416702270508,21.82074546813965,9.70386791229248
25,16.301647186279297,26.119384765625,10.92380142211914
26,15.063087463378906,23.98781967163086,9.908014297485352
27,15.7332124710083,23.567358016967773,11.359003067016602
28,16.720491409301758,25.92715835571289,11.29488468170166
29,13.199819564819336,22.08526611328125,9.20759105682373
30,15.64901065826416,30.692785263061523,10.50894832611084
31,16.07222557067871,27.761932373046875,10.21851634979248
32,14.802483558654785,24.576740264892578,10.187196731567383
33,14.780107498168945,21.330490112304688,9.790262222290039
34,16.016565322875977,25.318519592285156,10.702644348144531
35,15.182868003845215,26.444067001342773,10.450196266174316
36,14.747371673583984,24.253582000732422,10.229777336120605
37,14.590264320373535,22.056161880493164,9.67910385131836
38,13.693861961364746,24.50136947631836,9.577947616577148
39,15.64881706237793,23.56026840209961,10.901647567749023
40,13.872021675109863,23.406375885009766,8.835803031921387
41,16.055143356323242,24.278303146362305,10.376993179321289
42,15.272848129272461,22.704357147216797,9.612634658813477
43,14.514009475708008,21.313745498657227,9.900985717773438
44,14.61895751953125,22.486474990844727,9.953470230102539
45,15.723570823669434,22.277132034301758,10.573029518127441
46,14.559229850769043,23.73601531982422,9.680525779724121
47,15.293383598327637,23.072132110595703,10.66766357421875
48,15.896472930908203,24.251022338867188,11.113202095031738
49,15.623186111450195,22.25518035888672,10.337533950805664
