run_id,MSE,Max_Abs_Error,Mean_Rel_Error
0,3.152014687657356e-05,0.005614280700683594,0.0017288129311054945
1,3.412026126170531e-05,0.005841255187988281,0.0017987055471166968
2,0.00015330877795349807,0.012381792068481445,0.003812741721048951
3,5.459128806251101e-05,0.007388591766357422,0.0022751789074391127
4,0.0006090032984502614,0.02467799186706543,0.007599127013236284
5,5.912070832891914e-07,0.0007688999176025391,0.00023676837736275047
6,7.33562046661973e-08,0.000270843505859375,8.340120257344097e-05
7,5.660001625074074e-05,0.007523298263549805,0.002316659316420555
8,2.1413443391793407e-05,0.0046274662017822266,0.001424941816367209
9,0.00016611166938673705,0.012888431549072266,0.003968751989305019
10,7.437881140504032e-05,0.00862431526184082,0.0026556968223303556
11,2.6557712772046216e-05,0.0051534175872802734,0.0015868986956775188
12,0.0003027526254300028,0.01739978790283203,0.005357939749956131
13,0.0002211431274190545,0.014870882034301758,0.0045792106539011
14,0.00018384281429462135,0.01355886459350586,0.004175199195742607
15,0.00012903717288281769,0.011359453201293945,0.0034979316405951977
16,6.136715819593519e-05,0.007833719253540039,0.0024122477043420076
17,9.840405255090445e-05,0.009919881820678711,0.003054642351344228
18,7.88271427154541e-06,0.0028076171875,0.0008645533234812319
19,4.393954441184178e-06,0.0020961761474609375,0.0006454783142544329
20,4.980392986908555e-07,0.000705718994140625,0.0002173129905713722
21,6.265509000513703e-05,0.007915496826171875,0.002437429502606392
22,5.700268957298249e-06,0.002387523651123047,0.0007351933163590729
23,3.367606404935941e-05,0.005803108215332031,0.0017869588918983936
24,8.22232868813444e-06,0.002867460250854492,0.0008829808793962002
25,2.1897172700846568e-05,0.004679441452026367,0.001440946594811976
26,8.937834354583174e-05,0.009454011917114258,0.00291118654422462
27,4.770646046381444e-05,0.006906986236572266,0.0021268774289637804
28,2.0187031623208895e-05,0.004492998123168945,0.0013835348654538393
29,0.00010534805187489837,0.010263919830322266,0.003160582622513175
30,5.1096185416099615e-06,0.002260446548461914,0.0006960623431950808
31,1.2636987776204478e-06,0.0011241436004638672,0.0003461590385995805
32,0.00027525576297193766,0.01659083366394043,0.005108837503939867
33,2.6122302188014146e-06,0.0016162395477294922,0.0004976908094249666
34,2.8858892619609833e-05,0.005372047424316406,0.0016542216762900352
35,1.7675913113635033e-05,0.004204273223876953,0.0012946274364367127
36,4.718095442513004e-05,0.006868839263916016,0.002115130890160799
37,5.7771922001848e-05,0.0076007843017578125,0.00234051956795156
38,1.512126459601859e-07,0.00038886070251464844,0.00011974239168921486
39,3.232568269595504e-05,0.005685567855834961,0.001750764437019825
40,0.00010086474503623322,0.010043144226074219,0.003092598868533969
41,1.671308018558193e-05,0.004088163375854492,0.001258873613551259
42,3.393923179828562e-06,0.0018422603607177734,0.0005672897095791996
43,0.0002852093311958015,0.016888141632080078,0.0052003879100084305
44,1.2268258615222294e-05,0.0035026073455810547,0.0010785625781863928
45,6.19475104031153e-05,0.007870674133300781,0.002423627069219947
46,6.394495812855894e-07,0.0007996559143066406,0.00024623909848742187
47,6.461015436798334e-05,0.008038043975830078,0.002475165529176593
48,4.5350034270086326e-06,0.0021295547485351562,0.000655756623018533
49,1.330821578449104e-05,0.003648042678833008,0.00112334662117064
